"Date et heure","Date et heure(RAW)","Somme","Somme(RAW)","Processeur 1","Processeur 1(RAW)","Processeur 2","Processeur 2(RAW)","Processeur 3","Processeur 3(RAW)","Processeur 4","Processeur 4(RAW)","Processeur 5","Processeur 5(RAW)","Processeur 6","Processeur 6(RAW)","Processeur 7","Processeur 7(RAW)","Processeur 8","Processeur 8(RAW)","Temps mort","Temps mort(RAW)","Couverture","Couverture(RAW)"
"03/10/2024 06:00:00 - 07:00:00","45568.2083333333","29 %","29.0678","12 %","12.0339","40 %","39.6102","29 %","28.5254","40 %","40.2542","40 %","40.0339","15 %","15.1864","29 %","29.2034","28 %","28.3729","0 %","0.0000","100 %","0000010000"
"03/10/2024 07:00:00 - 08:00:00","45568.2500000000","33 %","33.3860","10 %","9.6316","47 %","47.3684","28 %","28.0000","47 %","47.3684","48 %","48.0877","11 %","11.4912","44 %","43.6491","31 %","31.1754","0 %","0.0000","100 %","0000010000"
"03/10/2024 08:00:00 - 09:00:00","45568.2916666667","15 %","14.8983","4 %","4.4746","19 %","18.8814","17 %","17.4746","20 %","19.8644","20 %","20.0339","6 %","5.9322","21 %","20.6271","12 %","11.7119","0 %","0.0000","100 %","0000010000"
"03/10/2024 09:00:00 - 10:00:00","45568.3333333333","4,05 %","4.0517","2 %","1.5000","4 %","4.1897","8 %","7.8103","4 %","4.0000","4 %","4.4138","2 %","2.1552","6 %","5.8103","3 %","3.1379","0 %","0.0000","100 %","0000010000"
"03/10/2024 10:00:00 - 11:00:00","45568.3750000000","3,27 %","3.2667","2 %","1.5667","4 %","3.5000","6 %","6.3833","3 %","3.2000","3 %","3.0500","3 %","2.8333","5 %","4.7833","2 %","2.1000","0 %","0.0000","100 %","0000010000"
"03/10/2024 11:00:00 - 12:00:00","45568.4166666667","11 %","11.4333","7 %","6.8333","12 %","11.5333","13 %","13.1000","11 %","10.6167","12 %","11.8500","9 %","8.8500","20 %","20.4000","8 %","8.1000","0 %","0.0000","100 %","0000010000"
"03/10/2024 12:00:00 - 13:00:00","45568.4583333333","5,47 %","5.4746","","0.7288","8 %","8.2712","9 %","8.8136","6 %","6.1864","6 %","5.6271","4 %","3.7627","10 %","9.8644","1 %","1.3729","2 %","1.6600","100 %","0000010000"
"03/10/2024 13:00:00 - 14:00:00","45568.5000000000","3,05 %","3.0508","","0.5424","2 %","1.7797","8 %","8.4915","2 %","2.0000","4 %","4.0339","2 %","2.4915","5 %","4.5424","2 %","1.6271","0 %","0.0000","100 %","0000010000"
"03/10/2024 14:00:00 - 15:00:00","45568.5416666667","16 %","15.5000","9 %","9.2500","18 %","17.5333","21 %","21.0333","16 %","16.1167","19 %","19.4500","13 %","12.7833","15 %","15.0833","13 %","12.7333","0 %","0.0000","100 %","0000010000"
"03/10/2024 15:00:00 - 16:00:00","45568.5833333333","2,57 %","2.5667","","0.4833","2 %","2.1333","9 %","8.5667","1 %","1.2500","2 %","1.9667","3 %","2.7667","3 %","3.2000","","0.7333","0 %","0.0000","100 %","0000010000"
"03/10/2024 16:00:00 - 17:00:00","45568.6250000000","6,23 %","6.2333","3 %","2.8167","6 %","6.4500","12 %","11.8667","6 %","6.3833","6 %","6.0167","3 %","3.4833","8 %","8.0833","5 %","5.1167","0 %","0.0000","100 %","0000010000"
"03/10/2024 17:00:00 - 18:00:00","45568.6666666667","2,55 %","2.5517","","0.9655","3 %","2.6724","5 %","5.4310","3 %","2.7241","2 %","1.8448","1 %","1.4310","3 %","3.3103","3 %","2.6207","0 %","0.0000","100 %","0000010000"
"03/10/2024 18:00:00 - 19:00:00","45568.7083333333","1,75 %","1.7458","","0.3729","1 %","1.4576","7 %","6.5424","1 %","1.3051","1 %","1.0508","","0.5085","2 %","1.8644","","0.6780","0 %","0.0000","100 %","0000010000"
"03/10/2024 19:00:00 - 20:00:00","45568.7500000000","0,77 %","0.7667","","0.1833","","0.7167","3 %","2.7167","","0.4667","","0.5167","","0.5500","1 %","1.0500","","0.3833","0 %","0.0000","100 %","0000010000"
"03/10/2024 20:00:00 - 21:00:00","45568.7916666667","0,65 %","0.6500","","0.2500","","0.5167","3 %","2.7667","","0.5833","","0.3833","","0.4333","1 %","1.0000","","0.3833","0 %","0.0000","100 %","0000010000"
"03/10/2024 21:00:00 - 22:00:00","45568.8333333333","0,35 %","0.3500","","0.1667","","0.6667","2 %","1.6667","","0.5333","","0.2833","","0.1833","","0.3000","","0.3000","0 %","0.0000","100 %","0000010000"
"03/10/2024 22:00:00 - 23:00:00","45568.8750000000","1,10 %","1.1000","","0.2833","1 %","1.3500","3 %","3.2333","1 %","1.1667","","0.7500","","0.7667","1 %","1.4500","1 %","1.0167","0 %","0.0000","100 %","0000010000"
"03/10/2024 23:00:00 - 00:00:00","45568.9166666667","20 %","19.8814","18 %","18.2203","20 %","20.3559","25 %","25.1186","18 %","17.9492","16 %","16.4576","19 %","18.9831","24 %","23.9492","19 %","18.6610","0 %","0.0000","100 %","0000010000"
"04/10/2024 00:00:00 - 01:00:00","45568.9583333333","30 %","30.2712","10 %","9.5763","25 %","25.1525","57 %","57.3390","27 %","27.0508","49 %","49.4407","11 %","11.4915","43 %","43.1186","19 %","18.6949","0 %","0.0000","100 %","0000010000"
"04/10/2024 01:00:00 - 02:00:00","45569.0000000000","22 %","21.6167","8 %","7.5667","17 %","16.5167","44 %","43.8667","19 %","19.3333","22 %","21.5833","14 %","14.3667","36 %","35.8000","14 %","13.9167","0 %","0.0000","100 %","0000010000"
"04/10/2024 02:00:00 - 03:00:00","45569.0416666667","13 %","12.7333","7 %","6.9333","11 %","11.3667","27 %","26.9500","13 %","13.1167","11 %","11.0667","8 %","8.1167","15 %","15.2833","10 %","9.7167","0 %","0.0000","100 %","0000010000"
"04/10/2024 03:00:00 - 04:00:00","45569.0833333333","0,68 %","0.6833","","0.3667","","0.9833","2 %","1.9000","","0.4833","","0.3333","","0.1500","","0.5333","2 %","1.9167","0 %","0.0000","100 %","0000010000"
"04/10/2024 04:00:00 - 05:00:00","45569.1250000000","2,23 %","2.2333","","0.4667","1 %","1.2000","8 %","8.3833","2 %","1.5667","","0.7167","","0.9833","5 %","4.9500","","0.6500","0 %","0.0000","100 %","0000010000"
"04/10/2024 05:00:00 - 06:00:00","45569.1666666667","29 %","29.3000","16 %","15.6333","30 %","30.3500","52 %","52.0833","32 %","32.4333","30 %","30.4667","23 %","22.8167","22 %","22.3667","28 %","28.1167","0 %","0.0000","100 %","0000010000"
"04/10/2024 06:00:00 - 07:00:00","45569.2083333333","26 %","25.9833","14 %","14.1000","30 %","30.3167","36 %","36.1833","32 %","32.0833","30 %","29.8500","14 %","14.2833","25 %","24.7333","26 %","25.7500","0 %","0.0000","100 %","0000010000"
"04/10/2024 07:00:00 - 08:00:00","45569.2500000000","24 %","23.6071","12 %","12.0536","30 %","29.5536","28 %","27.5357","28 %","27.7500","29 %","28.8393","13 %","12.8750","30 %","29.6429","21 %","21.1429","0 %","0.0000","100 %","0000010000"
"04/10/2024 08:00:00 - 09:00:00","45569.2916666667","20 %","19.7321","8 %","7.7857","26 %","25.9643","24 %","23.9107","27 %","27.4107","25 %","24.9286","10 %","10.0714","23 %","23.0893","15 %","15.1607","0 %","0.0000","100 %","0000010000"
"04/10/2024 09:00:00 - 10:00:00","45569.3333333333","5,66 %","5.6610","3 %","2.7458","7 %","6.5254","10 %","9.7119","6 %","6.3898","6 %","5.5424","4 %","3.5254","8 %","7.5932","4 %","3.6780","0 %","0.0000","100 %","0000010000"
"04/10/2024 10:00:00 - 11:00:00","45569.3750000000","3,83 %","3.8333","2 %","1.8000","4 %","3.5000","7 %","7.2833","5 %","5.0833","5 %","4.6000","2 %","1.8667","5 %","4.5333","3 %","2.7000","0 %","0.0000","100 %","0000010000"
"04/10/2024 11:00:00 - 12:00:00","45569.4166666667","4,80 %","4.8000","3 %","3.2833","5 %","4.8833","8 %","8.3000","6 %","5.9333","5 %","4.9000","4 %","3.7500","4 %","4.3833","4 %","4.0000","0 %","0.0000","100 %","0000010000"
"04/10/2024 12:00:00 - 13:00:00","45569.4583333333","1,68 %","1.6780","","0.9492","2 %","1.8305","5 %","4.9492","1 %","1.4068","2 %","1.5763","","0.9492","2 %","2.0508","","0.8983","0 %","0.0000","100 %","0000010000"
"04/10/2024 13:00:00 - 14:00:00","45569.5000000000","3,62 %","3.6167","","0.9167","4 %","3.8833","9 %","9.2833","3 %","3.2500","3 %","2.7833","3 %","2.5333","6 %","5.6667","1 %","1.2333","0 %","0.0000","100 %","0000010000"
"04/10/2024 14:00:00 - 15:00:00","45569.5416666667","9,07 %","9.0678","5 %","4.6441","9 %","9.4915","14 %","14.2373","10 %","10.0339","10 %","9.6610","6 %","6.0169","12 %","12.2712","6 %","6.2542","0 %","0.0000","100 %","0000010000"
"04/10/2024 15:00:00 - 16:00:00","45569.5833333333","4,95 %","4.9500","4 %","4.0000","4 %","4.2500","7 %","7.0500","4 %","4.1833","4 %","4.4000","5 %","4.6167","5 %","5.2833","5 %","5.0167","0 %","0.0000","100 %","0000010000"
"04/10/2024 16:00:00 - 17:00:00","45569.6250000000","3,43 %","3.4333","3 %","2.5333","3 %","3.4333","3 %","3.0833","2 %","1.5333","2 %","1.5000","5 %","4.9667","3 %","2.6667","8 %","7.7667","0 %","0.0000","100 %","0000010000"
"04/10/2024 17:00:00 - 18:00:00","45569.6666666667","7,44 %","7.4407","5 %","4.6271","8 %","7.8136","9 %","8.9153","5 %","5.1017","5 %","5.2034","11 %","10.5763","8 %","8.2542","9 %","9.1186","0 %","0.0000","100 %","0000010000"
"04/10/2024 18:00:00 - 19:00:00","45569.7083333333","0,47 %","0.4667","","0.3333","","0.8667","","0.9667","","0.6667","","0.3167","1 %","1.2833","","0.4167","","0.0667","0 %","0.0000","100 %","0000010000"
"04/10/2024 19:00:00 - 20:00:00","45569.7500000000","0,15 %","0.1525","","0.3220","","0.1525","","0.3051","","0.5424","","0.2373","","0.5254","","0.2712","","0.2542","0 %","0.0000","100 %","0000010000"
"04/10/2024 20:00:00 - 21:00:00","45569.7916666667","0,42 %","0.4167","","0.4000","","0.8333","","0.9333","","0.4500","","0.3167","1 %","1.1667","","0.2500","","0.0833","0 %","0.0000","100 %","0000010000"
"04/10/2024 21:00:00 - 22:00:00","45569.8333333333","0,20 %","0.2000","","0.4167","","0.3167","","0.2500","","0.4167","","0.1833","","0.5500","","0.4500","","0.1000","0 %","0.0000","100 %","0000010000"
"04/10/2024 22:00:00 - 23:00:00","45569.8750000000","0,46 %","0.4576","","0.5085","","0.6949","","0.5932","","0.5254","","0.6271","","0.8475","","0.4915","","0.1356","0 %","0.0000","100 %","0000010000"
"04/10/2024 23:00:00 - 00:00:00","45569.9166666667","21 %","20.9661","18 %","17.6610","21 %","21.2712","26 %","25.8305","21 %","20.6610","19 %","18.6780","27 %","26.6441","21 %","20.9492","16 %","16.4407","0 %","0.0000","100 %","0000010000"
"05/10/2024 00:00:00 - 01:00:00","45569.9583333333","32 %","31.9153","9 %","8.9831","46 %","45.9153","49 %","48.9661","21 %","21.3898","30 %","30.3898","62 %","62.1695","25 %","24.9492","12 %","12.4407","0 %","0.0000","100 %","0000010000"
"05/10/2024 01:00:00 - 02:00:00","45570.0000000000","19 %","18.7368","8 %","8.3158","30 %","30.0351","22 %","22.3684","14 %","14.4912","15 %","15.1404","36 %","36.4912","15 %","14.9649","9 %","9.1579","0 %","0.0000","100 %","0000010000"
"05/10/2024 02:00:00 - 03:00:00","45570.0416666667","12 %","12.1333","7 %","7.4833","16 %","16.2667","28 %","28.0000","8 %","7.6000","6 %","5.9000","19 %","18.9333","6 %","5.5167","8 %","7.7000","0 %","0.0000","100 %","0000010000"
"05/10/2024 03:00:00 - 04:00:00","45570.0833333333","0,44 %","0.4407","","0.3051","","0.1356","","0.7627","","0.4237","2 %","2.3390","","0.5593","","0.1017","","0.2712","0 %","0.0000","100 %","0000010000"
"05/10/2024 04:00:00 - 05:00:00","45570.1250000000","33 %","32.6333","4 %","4.3833","45 %","45.1000","42 %","41.9833","5 %","5.0833","61 %","61.0833","43 %","43.1333","4 %","3.9833","56 %","56.5000","0 %","0.0000","100 %","0000010000"
"05/10/2024 05:00:00 - 06:00:00","45570.1666666667","37 %","36.7167","4 %","3.8833","52 %","52.2167","48 %","48.2000","4 %","4.0833","68 %","68.4833","47 %","47.0167","4 %","3.9000","66 %","65.9000","0 %","0.0000","100 %","0000010000"
"05/10/2024 06:00:00 - 07:00:00","45570.2083333333","26 %","26.2373","4 %","4.4576","33 %","32.8644","39 %","39.1864","5 %","5.2373","45 %","45.2034","34 %","34.1356","5 %","5.2203","43 %","43.4915","0 %","0.0000","100 %","0000010000"
"05/10/2024 07:00:00 - 08:00:00","45570.2500000000","11 %","10.5500","2 %","2.3333","16 %","16.0500","16 %","16.2500","4 %","3.5333","17 %","16.6333","13 %","13.3500","3 %","2.8667","14 %","13.5500","0 %","0.0000","100 %","0000010000"
"05/10/2024 08:00:00 - 09:00:00","45570.2916666667","1,23 %","1.2333","","0.2167","2 %","1.9667","3 %","3.0000","1 %","1.1833","2 %","1.6500","1 %","1.0667","","0.9167","1 %","1.2333","0 %","0.0000","100 %","0000010000"
"05/10/2024 09:00:00 - 10:00:00","45570.3333333333","2,46 %","2.4643","1 %","1.2857","4 %","3.5714","5 %","4.9107","2 %","1.8214","2 %","2.3393","4 %","3.7500","1 %","1.2857","1 %","1.3750","0 %","0.0000","100 %","0000010000"
"05/10/2024 10:00:00 - 11:00:00","45570.3750000000","6,78 %","6.7833","4 %","3.6667","9 %","8.9500","9 %","9.4333","4 %","4.1500","8 %","8.4000","9 %","8.7667","4 %","4.3667","7 %","7.0667","0 %","0.0000","100 %","0000010000"
"05/10/2024 11:00:00 - 12:00:00","45570.4166666667","0,78 %","0.7797","","0.5763","1 %","1.4746","2 %","1.7288","","0.2034","1 %","1.0678","1 %","1.2203","","0.4746","","0.4407","0 %","0.0000","100 %","0000010000"
"05/10/2024 12:00:00 - 13:00:00","45570.4583333333","1,55 %","1.5500","","0.4667","3 %","2.9000","4 %","4.0167","","0.8000","1 %","1.2167","3 %","3.0167","","0.6167","","0.5667","0 %","0.0000","100 %","0000010000"
"05/10/2024 13:00:00 - 14:00:00","45570.5000000000","0,45 %","0.4500","","0.4000","1 %","1.3500","1 %","1.0500","","0.2333","","0.7333","1 %","1.1167","","0.1333","","0.4500","0 %","0.0000","100 %","0000010000"
"05/10/2024 14:00:00 - 15:00:00","45570.5416666667","1,17 %","1.1695","","0.6949","2 %","1.8983","3 %","2.5254","","0.6949","1 %","1.3220","2 %","2.2542","","0.6441","","0.4407","0 %","0.0000","100 %","0000010000"
"05/10/2024 15:00:00 - 16:00:00","45570.5833333333","0,73 %","0.7333","","0.6167","2 %","1.5000","2 %","1.9333","","0.6833","","0.3333","1 %","1.2667","","0.1833","","0.4500","0 %","0.0000","100 %","0000010000"
"05/10/2024 16:00:00 - 17:00:00","45570.6250000000","1,12 %","1.1186","","0.4915","3 %","2.6780","2 %","2.1017","","0.5932","","0.8305","2 %","2.3898","","0.4407","","0.6780","0 %","0.0000","100 %","0000010000"
"05/10/2024 17:00:00 - 18:00:00","45570.6666666667","0,58 %","0.5833","","0.7833","","0.8500","1 %","1.4333","","0.5500","","0.3500","","0.9667","","0.3500","","0.4833","0 %","0.0000","100 %","0000010000"
"05/10/2024 18:00:00 - 19:00:00","45570.7083333333","0,48 %","0.4833","","0.4667","","0.7333","2 %","1.5000","","0.5667","","0.3333","1 %","1.3000","","0.1667","","0.2500","0 %","0.0000","100 %","0000010000"
"05/10/2024 19:00:00 - 20:00:00","45570.7500000000","0,32 %","0.3220","","0.5593","","0.2034","","0.6780","","0.6780","","0.2203","","0.5593","","0.2712","","0.2881","0 %","0.0000","100 %","0000010000"
"05/10/2024 20:00:00 - 21:00:00","45570.7916666667","0,35 %","0.3500","","0.1333","","0.8000","","0.9333","","0.5667","","0.2167","1 %","1.0500","","0.4167","","0.1833","0 %","0.0000","100 %","0000010000"
"05/10/2024 21:00:00 - 22:00:00","45570.8333333333","0,20 %","0.2034","","0.4068","","0.2034","","0.5424","","0.4746","","0.1525","","0.5424","","0.1356","","0.2203","0 %","0.0000","100 %","0000010000"
"05/10/2024 22:00:00 - 23:00:00","45570.8750000000","0,77 %","0.7667","","0.5000","1 %","1.2000","2 %","1.9167","","0.7500","1 %","1.2667","1 %","1.2000","","0.2833","","0.1167","0 %","0.0000","100 %","0000010000"
"05/10/2024 23:00:00 - 00:00:00","45570.9166666667","21 %","20.8333","19 %","18.7833","22 %","22.3333","27 %","26.5833","20 %","20.1500","19 %","19.4667","24 %","24.2333","18 %","18.3333","17 %","17.4667","0 %","0.0000","100 %","0000010000"
"06/10/2024 00:00:00 - 01:00:00","45570.9583333333","30 %","29.9153","7 %","7.1864","34 %","33.5424","66 %","65.7288","19 %","18.6102","16 %","15.5254","65 %","64.7119","21 %","21.4915","12 %","11.9831","0 %","0.0000","100 %","0000010000"
"06/10/2024 01:00:00 - 02:00:00","45571.0000000000","19 %","18.5833","11 %","10.8000","26 %","25.6333","41 %","41.1167","12 %","12.0167","12 %","11.7333","29 %","28.9833","8 %","8.3833","10 %","10.0500","0 %","0.0000","100 %","0000010000"
"06/10/2024 02:00:00 - 03:00:00","45571.0416666667","14 %","13.5932","8 %","7.6102","15 %","15.0847","27 %","27.3898","10 %","10.0000","11 %","10.8136","21 %","20.6271","9 %","9.1864","8 %","8.1186","0 %","0.0000","100 %","0000010000"
"06/10/2024 03:00:00 - 04:00:00","45571.0833333333","0,41 %","0.4068","","0.1695","","0.2203","","0.9322","","0.7119","2 %","1.9153","","0.6441","","0.2373","","0.0678","0 %","0.0000","100 %","0000010000"
"06/10/2024 04:00:00 - 05:00:00","45571.1250000000","0,35 %","0.3500","","0.1500","","0.9167","1 %","1.2333","","0.7333","","0.2500","","0.6000","","0.2000","","0.0833","0 %","0.0000","100 %","0000010000"
"06/10/2024 05:00:00 - 06:00:00","45571.1666666667","0,19 %","0.1864","","0.1864","","0.1356","","0.8475","","0.6441","","0.2373","","0.4746","","0.3390","","0.0678","0 %","0.0000","100 %","0000010000"
"06/10/2024 06:00:00 - 07:00:00","45571.2083333333","1,20 %","1.2000","","0.9500","1 %","1.2667","2 %","2.2167","2 %","1.6833","1 %","1.1500","1 %","1.4833","1 %","1.1167","","0.9500","0 %","0.0000","100 %","0000010000"
"06/10/2024 07:00:00 - 08:00:00","45571.2500000000","0,37 %","0.3729","","0.4237","","0.3051","1 %","1.0169","","0.7966","","0.5763","","0.7119","","0.4407","","0.1017","0 %","0.0000","100 %","0000010000"
"06/10/2024 08:00:00 - 09:00:00","45571.2916666667","0,23 %","0.2333","","0.1667","","0.1333","","0.7333","","0.7833","","0.3500","","0.6833","","0.3500","","0.0500","0 %","0.0000","100 %","0000010000"
"06/10/2024 09:00:00 - 10:00:00","45571.3333333333","0,35 %","0.3500","","0.1333","","0.3167","1 %","1.1000","","0.5833","","0.1667","","0.7667","","0.6333","","0.2667","0 %","0.0000","100 %","0000010000"
"06/10/2024 10:00:00 - 11:00:00","45571.3750000000","2,14 %","2.1356","","0.4068","1 %","1.3390","10 %","10.4237","1 %","1.3220","1 %","1.0678","2 %","2.4576","","0.5593","","0.5254","0 %","0.0000","100 %","0000010000"
"06/10/2024 11:00:00 - 12:00:00","45571.4166666667","0,22 %","0.2167","","0.1333","","0.0833","","0.3000","","0.5333","","0.8333","","0.6833","","0.1000","","0.2833","0 %","0.0000","100 %","0000010000"
"06/10/2024 12:00:00 - 13:00:00","45571.4583333333","0,22 %","0.2203","","0.2203","","0.2203","","0.5424","","0.6949","","0.7966","","0.8136","","0.1695","","0.2373","0 %","0.0000","100 %","0000010000"
"06/10/2024 13:00:00 - 14:00:00","45571.5000000000","0,50 %","0.5000","","0.1333","","0.1667","1 %","1.1500","","0.8333","","0.7500","2 %","1.6667","","0.1667","","0.4667","0 %","0.0000","100 %","0000010000"
"06/10/2024 14:00:00 - 15:00:00","45571.5416666667","0,18 %","0.1833","","0.2833","","0.1667","","0.6167","","0.6667","","0.3167","","0.5833","","0.1167","","0.2500","0 %","0.0000","100 %","0000010000"
"06/10/2024 15:00:00 - 16:00:00","45571.5833333333","0,14 %","0.1356","","0.3390","","0.1017","","0.3220","","0.7966","","0.5932","","0.4746","","0.0339","","0.0339","0 %","0.0000","100 %","0000010000"
"06/10/2024 16:00:00 - 17:00:00","45571.6250000000","0,30 %","0.3000","","0.4833","","0.1500","","0.7333","","0.5167","","0.6000","","0.6833","","0.1000","","0.1500","0 %","0.0000","100 %","0000010000"
"06/10/2024 17:00:00 - 18:00:00","45571.6666666667","0,31 %","0.3051","","0.4746","","0.2034","","0.5424","","0.6949","","0.3559","","0.5763","","0.3390","","0.3051","0 %","0.0000","100 %","0000010000"
"06/10/2024 18:00:00 - 19:00:00","45571.7083333333","0,97 %","0.9667","","0.9167","","0.5167","1 %","1.1833","1 %","1.0000","1 %","1.4667","1 %","1.2500","","0.3667","1 %","1.3500","0 %","0.0000","100 %","0000010000"
"06/10/2024 19:00:00 - 20:00:00","45571.7500000000","0,07 %","0.0667","","0.0333","","0.1500","","0.3333","","0.1333","","0.1667","","0.1167","","0.1167","","0.0167","0 %","0.0000","100 %","0000010000"
"06/10/2024 20:00:00 - 21:00:00","45571.7916666667","0,07 %","0.0678","","0.0508","","0.0678","","0.2373","","0.1356","","0.2373","","0.1695","","0.1017","","0.1017","0 %","0.0000","100 %","0000010000"
"06/10/2024 21:00:00 - 22:00:00","45571.8333333333","0,07 %","0.0667","","0.0333","","0.0833","","0.2333","","0.1833","","0.1500","","0.2000","","0.1167","","0.0333","0 %","0.0000","100 %","0000010000"
"06/10/2024 22:00:00 - 23:00:00","45571.8750000000","0,15 %","0.1525","","0.1695","","0.1017","","0.3559","","0.1695","","0.2203","","0.2373","","0.1695","","0.1186","0 %","0.0000","100 %","0000010000"
"06/10/2024 23:00:00 - 00:00:00","45571.9166666667","20 %","19.7679","18 %","17.6964","23 %","22.7143","24 %","24.0714","19 %","18.6607","19 %","19.1607","22 %","21.7500","18 %","18.0536","16 %","16.0179","0 %","0.0000","100 %","0000010000"
"07/10/2024 00:00:00 - 01:00:00","45571.9583333333","29 %","29.1754","7 %","7.1404","42 %","41.7193","47 %","46.9649","22 %","21.9825","22 %","21.6842","65 %","65.2281","11 %","10.9298","18 %","18.0351","0 %","0.0000","100 %","0000010000"
"07/10/2024 01:00:00 - 02:00:00","45572.0000000000","19 %","19.0339","7 %","6.6441","29 %","28.7797","49 %","49.1017","11 %","11.3729","15 %","15.1017","24 %","23.8136","11 %","10.7797","7 %","6.7627","0 %","0.0000","100 %","0000010000"
